comment,video,clean,label,label_id
astagfirullahh lucu sekali wkwkwkwkwk:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,astagfirullahh lucu wkwkwkwkwk face blue smiling face blue smiling face blue smiling face blue smiling face blue smiling face blue smiling face blue smiling face blue smiling face blue smiling face blue smiling,netral,1
Keren sih ini,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren sih,netral,1
lucu banget fajar😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu banget fajar,netral,1
Anak yatim kumpul sini!😢,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,anak yatim kumpul,netral,1
"​ @mang_chen01 udh 9tahun berlalu, ttp aja nyesek kalo keingat😢",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,udh 9tahun ttp aja nyesek kalo ingat,netral,1
Sangat menghiburr😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,menghiburr,netral,1
"20 jam 1 juta penonton. 😂 50 menit gk bosen"" Nontotny",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,20 jam juta tonton 50 menit gk bosen nontotny,netral,1
Fajar luar biasa kamu nakkkkk pertahan kan kelucuan mu 😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar nakkkkk tahan lucu mu,netral,1
Petcaahhhh,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petcaahhhh,netral,1
Pecahh🎉🎉🎉,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecahh,netral,1
39:19 ngakak banget sumpahh😭😭🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,39 19 ngakak banget sumpahh,netral,1
Kesini gara2 fyp ditiktok 😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kesini gara2 fyp ditiktok,netral,1
Gercep kesini gara2 ada Fajar Sadboy...😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gercep kesini gara2 fajar sadboy,netral,1
Ngeselin parah emang si sadboy😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngeselin parah emang si sadboy,netral,1
Kwkwkw.. 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kwkwkw,netral,1
"Attitude nya fajar bagus bgt
Awal ketemu pras langsung cium tangan
❤",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,attitude nya fajar bagus bgt ketemu pras langsung cium tangan,netral,1
Maell sini ajaa cocokk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maell ajaa cocokk,netral,1
"bg Praz dia yg mukul
dia yg tumbang haaaaa

bg Praz itu di bawah meja ada apa sih?
bbrp x Fajar tangannya ke situ terus 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bg praz yg mukul yg tumbang haaaaa bg praz meja sih bbrp fajar tangan situ,netral,1
"mantap nian ini, pokoknya suka mereka bertiga",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mantap nian pokok suka tiga,netral,1
"Kocak parah, merek bertiga cocok dalam satu frame 😂😂 ... Salut sama Fajar sadboy ngaji nya pintar.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak parah merek tiga cocok frame salut fajar sadboy ngaji nya pintar,netral,1
28:52.....😂😂😂😂😂😭😭😭😭😭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,28 52,netral,1
28:52.....😂😂😂😂😂😭😭😭😭😭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,28 52,netral,1
"Mantaaap, fresh kali baaang😂😂🎉🎉🎉",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mantaaap fresh kali baaang,positif,2
Podcast anj 😭😂🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,podcast anj,netral,1
ngakak😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak,netral,1
Bang praz rokok nya kaya 76 mangga iya ap bukan bang??,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang praz rokok nya kaya 76 mangga iya ap bang,netral,1
Pecah si😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah si,netral,1
"apapun kesibukan Sholat, krn klo udah mati ga bisa Sholat lagi.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,apa sibuk sholat krn klo udah mati ga sholat,netral,1
MaasyaAllah Barakallahu fiik bang mael... Semoga Istiqomah di atas sunnah Rasullulah Shalallahu 'alaihi WA sallam...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maasyaallah barakallahu fiik bang mael moga istiqomah sunnah rasullulah shalallahu alaihi wa sallam,netral,1
Kocak.. Pasangan serasi memang ini 😄😄😃😄,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak pasang serasi,netral,1
"serius ini pecah parahhhhh

terimakasih utk buat ketawa pagi ini.. semoga hari kita semua menyenangkan.. aamiin",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,serius pecah parahhhhh terimakasih utk ketawa pagi moga senang aamiin,netral,1
hahahahaha,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hahahahaha,positif,2
Petjaaah 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petjaaah,netral,1
😂😂😂😂 ga berenti ketawa pas fajar masuk😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ga renti ketawa pas fajar masuk,netral,1
sehat selalu fajar.....semoga d limpahkan rejekinya....asli merinding dgar suara ngajinya.....sellu d jlan yg benar n jgan trjerumus pada hal2 negtif sprti narkoba dll,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sehat fajar moga limpah rejekinya asli merinding dgar suara ngajinya sellu jlan yg jgan trjerumus hal2 negtif sprti narkoba dll,netral,1
Fajar bikin gw sakit perut kocak abiss..😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar bikin gw sakit perut kocak abiss,netral,1
"Sumpahh pecahh..😂😂
Cocok.banget Ka Mael with fajar",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpahh pecahh cocok banget ka mael with fajar,netral,1
Ini formasi bangus baget Lo om ded,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,formasi bangus baget lo om ded,netral,1
"“Tahukah kamu? Orang yang meninggalkan sholat akan dikumpulkan bersama Fir’aun, Haman, dan Qarun di akhirat.”

“Sholat itu tiang agama. Siapa yang merobohkannya… maka runtuhlah hidup dan akhiratnya.”

“Di alam kubur, orang yang meninggalkan sholat disempitkan kuburnya hingga tulang rusuknya saling bertautan.”

“Siksa api neraka Saqar menanti bagi yang meremehkan sholat.”

“Sholat ditinggalkan 5 menit… tapi balasan siksaannya bisa selama-lamanya.”

“Tidak ada alasan di hadapan Allah bagi orang yang sengaja meninggalkan sholat.”

“Sholat itu cahaya. Meninggalkannya, berarti hidup dalam kegelapan dunia dan akhirat.”

“Setiap kali azan berkumandang, itu panggilan keselamatan. Menolaknya, berarti menjemput kebinasaan.”

“Rasulullah bersabda: Perjanjian antara kami dengan mereka adalah sholat. Barangsiapa meninggalkannya, maka ia kafir.”

“Jangan remehkan sholat. Hukuman di akhirat jauh lebih pedih daripada capek 5 menit di dunia.”
 Ayo rajin sholat",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tahu orang tinggal sholat kumpul fir aun ham qarun akhirat sholat tiang agama roboh runtuh hidup akhirat alam kubur orang tinggal sholat sempit kubur tulang rusuk taut siksa api neraka saqar remeh sholat sholat tinggal menit balas siksa alas hadap allah orang sengaja tinggal sholat sholat cahaya tinggal hidup gelap dunia akhirat kali azan kumandang panggil selamat tolak jemput binasa rasulullah sabda janji sholat barangsiapa tinggal kafir remeh sholat hukum akhirat pedih capek menit dunia ayo rajin sholat,negatif,0
Nk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nk,netral,1
Pecahh si ini bner2 ngakakkk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecahh si bner2 ngakakkk,netral,1
Pecah sih fajar x makeleeee,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah sih fajar makeleeee,netral,1
Bang Maell sama Fajar kalian luar biasa. Banyak pahalanya karna sdh banyak orang ketawa ngakak gak karuan. Salut buat mas Prazz yang mampu olah mereka berdua dengan baik. Wkwkwkwkwkw. Keren Bozzz,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang maell fajar pahala karna sdh orang ketawa ngakak gak karuan salut mas prazz olah dua wkwkwkwkwkw keren bozzz,netral,1
PECAH KEREN,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah keren,netral,1
Kocak bget 😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak bget,netral,1
Makasih reminder nya...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,makasih reminder nya,netral,1
Mamah aku mau es teh manis anget mah...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mamah es teh manis anget mah,netral,1
"Gapernah LIKE chanel yg ngundang MAEL LEE , dia tuh KASAR maennya FISIK TERUS GA DIMANA GA DIMANA. Emosian boleh tapi jangan maen fisik Boss!",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gapernah like chanel yg ngundang mael lee tuh kasar maennya fisik ga mana ga mana emosi maen fisik boss,netral,1
"Buatkan konten sendiri buat fajar dan mael Lee, pasti fyp terus sdh klop banget chemistry nya mantap.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,buat konten fajar mael lee fyp sdh klop banget chemistry nya mantap,netral,1
Dinding backdrop nya tambahan stiker tulisan sedot WC keren tu...😁😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dinding backdrop nya tambah stiker tulis sedot wc keren tu,netral,1
"Baarokallaahu fiyk bang mael...
Ga salah sih aku ngefans sama Abang selama ini",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,baarokallaahu fiyk bang mael ga salah sih ngefans abang,netral,1
Kurang panjang durasinya😢😢,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,durasi,netral,1
Klo guest nya king of bukan kaleng emg best si bikin ngakak🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,klo guest nya king of kaleng emg best si bikin ngakak,positif,2
YA ALLAH TOLONGGGG SAKITTT PERUTTT 😭😭🤣🤣🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ya allah tolongggg sakittt peruttt,netral,1
Buatkan podcast berdualah maelle sama praz teguh asik bener dua orang nih,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,buat podcast dua maelle praz teguh asik bener orang nih,netral,1
Gellooo pecah trus klo Pras mainnya sma Fajar/Mael. 🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gellooo pecah trus klo pras main sma fajar mael,positif,2
SUMPAH NGGAK BERHENTI GUA KETAWA KALAU KAYAK GINI SUMPAH DAH,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah nggak henti gua ketawa kayak gin sumpah dah,netral,1
76 mangga,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,76 mangga,netral,1
Cocok satu peran preman satu culun,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok peran preman culun,netral,1
udah 3x gua nonton nih,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,udah 3x gua nonton nih,netral,1
Hahahahahahahahahahahahaha…,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hahahahahahahahahahahahaha,netral,1
"Anggel vidionya levih enek yang sebelumnya , kayaknya ya, tp asik sihhhh podcasnya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,anggel vidionya levih enek kayak ya tp asik sihhhh podcasnya,netral,1
Ini paling pecah😅😅😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah,netral,1
"Alhamdulillah yang ngajari bg maell do'a makan cukup bismillah aja itu orang² yg bermanhaj salaf.. semoga Allah mudahkan bg maell & keluarga terus mengenal sunnah..
Allahuumma aamiin",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,alhamdulillah ngajari bg maell do makan bismillah aja orang yg bermanhaj salaf moga allah mudah bg maell keluarga kenal sunnah allahuumma aamiin,netral,1
🔥,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Cocok maele sma fajar d bikinin sketsa komedi koplak dua2'nya😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok maele sma fajar bikinin sketsa komedi koplak dua2 nya,netral,1
cocok mael ma fajar🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok mael ma fajar,netral,1
Itu Gimik doank lah masa Iyah mukulnya beneran 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gimik doank iyah mukulnya beneran,netral,1
"wkwkwk....biasa masih tau awal2 merasa paling joss,",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwk tau awal2 joss,netral,1
 @ahmadsajili7573  yg punya kapling surga ya akhi...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yg kapling surga ya akh,netral,1
"Aku ga pernah ada yg kasih tau, tapi aku kalo makan cuman baca bismillah aja walaupun aku hapal doa sebelum makan. Itu gapapa kan kak?",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ga yg kasih tau kalo makan cuman baca bismillah aja hapal doa makan gapapa kak,netral,1
" @TriasTika-s6h  gpp mba , bismillah aja cukup",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,s6h gpp mba bismillah aja,netral,1
Itu kepercayaan wahabi,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,percaya wahabi,netral,1
"​ @TheMist-o1v  ada dalil nya, dikit2 Wahabi lu",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,o1v dalil nya dikit2 wahabi lu,netral,1
"Saling hargai pendapat dia ada dalil km juga ada dalil, jangan cuma karena itu kita pecah belah yang penting tujuannya sama​, nanti sama sama bertanggung jawab di Allah kalau memang ada salah, simple saling menghargai pendapat @TheMist-o1v ",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,harga dapat dalil km dalil pecah belah tuju tanggung allah salah simple harga dapat o1v,netral,1
​ @fauzuladhim9583 terus orang yang baca doa makan umum gak ada dalil? jgn cuma satu dalil aja yg kamu tau berasa yang kamh tau itulah yang paling benar😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,orang baca doa makan gak dalil jgn dalil aja yg tau asa kamh tau,netral,1
"​​ @fauzuladhim9583 yg gak bisa menghargai yg dikit2 mengatakan kami sesat,,syirik,, kuburiyun.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yg gak harga yg dikit2 sesat syirik kuburiyun,netral,1
​ @TheMist-o1v oneng 🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,o1v oneng,netral,1
"Biasanya podcast bikin bosan , kali ini pecah bikin ngakak 😅, fajar ketemu mael Lee asli bikin ketawa terus",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,podcast bikin bosan kali pecah bikin ngakak fajar ketemu mael lee asli bikin ketawa,netral,1
Pantasan Djenggo nyariin 😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pantas djenggo nyariin,netral,1
Belajar dgn ustadz sunnah...? Emang ada ustadz gak sunnah El...???,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ajar dgn ustadz sunnah emang ustadz gak sunnah el,netral,1
Asli ngakak liat fajar sama preman bumi ini wkwkwk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,asli ngakak liat fajar preman bumi wkwkwk,netral,1
Kalau fajar naik kodrat gimana ehhh 😂😂😂😂😂😂😂😂😂 jangan jangan sampai terjadi PLIS 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar kodrat gimana ehhh plis,netral,1
paling keren episode ini,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren episode,netral,1
Undang ke tikum bang prazz,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,undang tikum bang prazz,netral,1
😅😅😅ngakak sampe sakit perut,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak sampe sakit perut,netral,1
"Gak nyangka K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥 sebagus ini! Ceritanya penuh makna, visualnya ciamik, dan hadiahnya bikin dompet tersenyum lebar. Pengalaman yang nggak terlupakan!💯",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gak nyangka bagus cerita penuh makna visual ciamik hadiah bikin dompet senyum lebar alam nggak lupa,netral,1
"Semua bahas K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥, jadi ikutan merapat nih.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bahas ikut rapat nih,netral,1
"Segala urusan beres sama K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥, mantap sekali.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,urus beres mantap,netral,1
"Gak nyangka K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥 sebagus ini! Ceritanya penuh makna, visualnya ciamik, dan hadiahnya bikin dompet tersenyum lebar. Pengalaman yang nggak terlupakan!💯",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gak nyangka bagus cerita penuh makna visual ciamik hadiah bikin dompet senyum lebar alam nggak lupa,netral,1
"5:48 Aku nonton tanpa skip karena emang sebagus itu, K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥‍☠️ Mulai dari visual, suara, sampai pesan yang disampaikan semuanya pas banget. Makasih udah bikin hari ini lebih bermakna!💯",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,48 nonton skip emang bagus visual suara pesan pas banget makasih udah bikin makna,netral,1
"Kalau udah denger kata K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ :  𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥 , pasti langsung keinget vibe positif.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,udah denger langsung keinget vibe positif,netral,1
"Gak nyangka K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥 sebagus ini! Ceritanya penuh makna, visualnya ciamik, dan hadiahnya bikin dompet tersenyum lebar. Pengalaman yang nggak terlupakan!💯",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gak nyangka bagus cerita penuh makna visual ciamik hadiah bikin dompet senyum lebar alam nggak lupa,netral,1
"Sambil nunggu kereta, ada yang nyetel video tentang  K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nunggu kereta nyetel video,netral,1
"Cara kerjanya simpel, tapi hasilnya mantap, K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ :  𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kerja simpel hasil mantap,netral,1
"Subhanallah, K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ :  𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥 bikin gue takjub! Visualnya ciamik, ceritanya penuh makna, hadiahnya top!💯",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,subhanallah bikin gue takjub visual ciamik cerita penuh makna hadiah top,positif,2
"Endingnya jadi nangis ,terharu dengar fajar ngaji",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,endingnya nang haru dengar fajar ngaji,netral,1
"MasyaaAllah Barakallahu fiik 
Semoga kita semua dimudahkan dalam beribadah sesuai Al-Quran dan sunnah",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaaallah barakallahu fiik moga mudah ibadah sesuai al quran sunnah,netral,1
Ini jangan jangan acara ngundang fajar hanya untuk jadi korban aja nih wkwkwkkkk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,acara ngundang fajar korban aja nih wkwkwkkkk,netral,1
"Lagi santai di taman, anak-anak main sambil teriak  K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,santai taman anak anak main teriak,positif,2
Jarang banget aku bisa jalan jalan gak sia sia aku ber jam-jam nonton videonya K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jarang banget jalan jalan gak sia sia ber jam jam nonton video,netral,1
"Suka banget liat proses di balik layar kayak gini, K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥  makin respect sama usaha dan kerja keras yang ada di balik tiap detik video yang ditonton.Detail kecil-kecilnya tuh ternyata dipikirin banget, salut!! Terus berkarya ya, makin keren ke depannya!💯",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,suka banget liat proses layar kayak gin respect usaha kerja keras detik video tonton detail kecil tuh dipikirin banget salut karya ya keren depan,netral,1
Ganggu bgt bang warna lumut di dinding 🫣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ganggu bgt bang warna lumut dinding,netral,1
"Mulai dari yang kecil, lama-lama jadi wow di K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wow,positif,2
"Kontennya bikin betah, K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥 juga bikin betah sampe pagi💯",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,konten bikin betah bikin betah sampe pagi,netral,1
"Denger anak tetangga nyanyi, eh liriknya masukin nama K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,denger anak tetangga nyanyi eh lirik masukin nama,netral,1
"Sambil nunggu kereta, ada yang nyetel video tentang K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥 .",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nunggu kereta nyetel video,netral,1
Menit 44:13 paling kena 🥺🥺🥺,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,menit 44 13 kena,netral,1
"Wow, ini sih top! K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥 , penjelasan yang jelas dan gaya yang asik bikin video ini layak dapat applaus!",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wow sih top jelas gaya asik bikin video layak applaus,positif,2
Gue yakin ini bakal jadi audio viral di K̾E̾T̾I̾K̾ ̾G̾O̾O̾G̾L̾E̾ : 𝗟𝗔𝗭𝗔𝗗𝗔-𝗧𝟬𝗧𝟬🔥,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gue audio viral,netral,1
